raw_filename,degraded_filename,degradation_type,degraded_path,prompt
raw_0035.png,deg_0035_noisy.png,noisy,degraded\noisy\deg_0035_noisy.png,"A programmer working at a desk with two monitors, realistic photo, detailed, natural lighting"
raw_0035.png,deg_0035_color_shift.png,color_shift,degraded\color_shift\deg_0035_color_shift.png,"A programmer working at a desk with two monitors, realistic photo, detailed, natural lighting"
raw_0036.png,deg_0036_dark.png,dark,degraded\dark\deg_0036_dark.png,"A chef cutting fresh vegetables in a modern kitchen, realistic photo, detailed, natural lighting"
raw_0036.png,deg_0036_low_contrast.png,low_contrast,degraded\low_contrast\deg_0036_low_contrast.png,"A chef cutting fresh vegetables in a modern kitchen, realistic photo, detailed, natural lighting"
raw_0036.png,deg_0036_blurry.png,blurry,degraded\blurry\deg_0036_blurry.png,"A chef cutting fresh vegetables in a modern kitchen, realistic photo, detailed, natural lighting"
raw_0036.png,deg_0036_noisy.png,noisy,degraded\noisy\deg_0036_noisy.png,"A chef cutting fresh vegetables in a modern kitchen, realistic photo, detailed, natural lighting"
raw_0036.png,deg_0036_color_shift.png,color_shift,degraded\color_shift\deg_0036_color_shift.png,"A chef cutting fresh vegetables in a modern kitchen, realistic photo, detailed, natural lighting"
raw_0037.png,deg_0037_dark.png,dark,degraded\dark\deg_0037_dark.png,"A dog watching a butterfly in a flower field, realistic photo, detailed, natural lighting"
raw_0037.png,deg_0037_low_contrast.png,low_contrast,degraded\low_contrast\deg_0037_low_contrast.png,"A dog watching a butterfly in a flower field, realistic photo, detailed, natural lighting"
raw_0037.png,deg_0037_blurry.png,blurry,degraded\blurry\deg_0037_blurry.png,"A dog watching a butterfly in a flower field, realistic photo, detailed, natural lighting"
raw_0037.png,deg_0037_noisy.png,noisy,degraded\noisy\deg_0037_noisy.png,"A dog watching a butterfly in a flower field, realistic photo, detailed, natural lighting"
raw_0037.png,deg_0037_color_shift.png,color_shift,degraded\color_shift\deg_0037_color_shift.png,"A dog watching a butterfly in a flower field, realistic photo, detailed, natural lighting"
raw_0038.png,deg_0038_dark.png,dark,degraded\dark\deg_0038_dark.png,"A scientist examining a glowing crystal in a laboratory, realistic photo, detailed, natural lighting"
raw_0038.png,deg_0038_low_contrast.png,low_contrast,degraded\low_contrast\deg_0038_low_contrast.png,"A scientist examining a glowing crystal in a laboratory, realistic photo, detailed, natural lighting"
raw_0038.png,deg_0038_blurry.png,blurry,degraded\blurry\deg_0038_blurry.png,"A scientist examining a glowing crystal in a laboratory, realistic photo, detailed, natural lighting"
raw_0038.png,deg_0038_noisy.png,noisy,degraded\noisy\deg_0038_noisy.png,"A scientist examining a glowing crystal in a laboratory, realistic photo, detailed, natural lighting"
raw_0038.png,deg_0038_color_shift.png,color_shift,degraded\color_shift\deg_0038_color_shift.png,"A scientist examining a glowing crystal in a laboratory, realistic photo, detailed, natural lighting"
raw_0039.png,deg_0039_dark.png,dark,degraded\dark\deg_0039_dark.png,"A cyclist pushing a bicycle up a steep hill, realistic photo, detailed, natural lighting"
raw_0039.png,deg_0039_low_contrast.png,low_contrast,degraded\low_contrast\deg_0039_low_contrast.png,"A cyclist pushing a bicycle up a steep hill, realistic photo, detailed, natural lighting"
raw_0039.png,deg_0039_blurry.png,blurry,degraded\blurry\deg_0039_blurry.png,"A cyclist pushing a bicycle up a steep hill, realistic photo, detailed, natural lighting"
raw_0039.png,deg_0039_noisy.png,noisy,degraded\noisy\deg_0039_noisy.png,"A cyclist pushing a bicycle up a steep hill, realistic photo, detailed, natural lighting"
raw_0039.png,deg_0039_color_shift.png,color_shift,degraded\color_shift\deg_0039_color_shift.png,"A cyclist pushing a bicycle up a steep hill, realistic photo, detailed, natural lighting"
raw_0040.png,deg_0040_dark.png,dark,degraded\dark\deg_0040_dark.png,"A girl reading a map at a train station, realistic photo, detailed, natural lighting"
raw_0040.png,deg_0040_low_contrast.png,low_contrast,degraded\low_contrast\deg_0040_low_contrast.png,"A girl reading a map at a train station, realistic photo, detailed, natural lighting"
raw_0040.png,deg_0040_blurry.png,blurry,degraded\blurry\deg_0040_blurry.png,"A girl reading a map at a train station, realistic photo, detailed, natural lighting"
raw_0040.png,deg_0040_noisy.png,noisy,degraded\noisy\deg_0040_noisy.png,"A girl reading a map at a train station, realistic photo, detailed, natural lighting"
raw_0040.png,deg_0040_color_shift.png,color_shift,degraded\color_shift\deg_0040_color_shift.png,"A girl reading a map at a train station, realistic photo, detailed, natural lighting"
